,Title,Production Budget,Worldwide,Domestic,Foreign,Year,Awards,Genre,Production,Rated,Imdb Rating
158,Above and Beyond,"$1,300,000","$288,751","$288,751",-,1952,Nominated for 2 Oscars. Another 1 win & 2 nominations.,"Action, Biography, Drama, War",MGM,Approved,6.9
159,Aloft,"$8,000,000","$270,971","$53,086","$217,885",2014,1 win & 2 nominations.,Drama,Sony Pictures Classics,R,5.3
160,Cop Car,"$5,000,000","$143,658","$134,552","$9,106",2015,1 win & 4 nominations.,"Crime, Thriller",Focus World,R,6.3
161,Strangerland,"$10,000,000","$111,107","$17,472","$93,635",2015,1 win & 6 nominations.,"Drama, Mystery, Thriller",Alchemy,R,5.2
162,Beasts of No Nation,"$6,000,000","$90,777","$90,777",-,2015,Nominated for 1 Golden Globe. Another 32 wins & 53 nominations.,"Drama, War",Netflix,Not Rated,7.7
163,Freaks of Nature,"$33,000,000","$70,958","$70,958",-,2015,5 nominations.,"Comedy, Horror, Sci-Fi",Columbia Pictures,R,5.9
164,The Messenger,"$6,500,000","$67,816","$67,816",-,2009,Nominated for 2 Oscars. Another 17 wins & 44 nominations.,"Drama, Romance, War",Oscilloscope Pictures,R,7.1
165,R100,"$5,500,000","$24,956","$24,956",-,2013,1 win & 4 nominations.,"Comedy, Drama",Drafthouse Films,Unrated,6.0
166,Jackie,"$9,000,000","$19,305",-,"$19,305",2016,Nominated for 3 Oscars. Another 44 wins & 165 nominations.,"Biography, Drama, History",Fox Searchlight Pictures,R,6.7
167,Jackie,"$9,000,000","$24,270,399","$13,960,394","$10,310,005",2016,Nominated for 3 Oscars. Another 44 wins & 165 nominations.,"Biography, Drama, History",Fox Searchlight Pictures,R,6.7
168,Gloria,"$30,000,000","$14,701","$14,701",-,2013,19 wins & 15 nominations.,"Comedy, Drama, Romance",Roadside Attractions,R,6.8
169,The Sisterhood of Night,"$1,000,000","$6,870","$6,870",-,2014,2 wins & 4 nominations.,"Drama, Mystery, Thriller",Cine Mosaic,PG-13,6.2
170,Black November,"$7,500,000","$5,782","$5,782",-,2012,3 wins & 3 nominations.,"Action, Crime, Drama, Thriller",Entertainment One Films,TV-14,5.3
171,Moana,"$150,000,000","$2,993","$2,993",-,2016,Nominated for 2 Oscars. Another 20 wins & 86 nominations.,"Animation, Adventure, Comedy, Family, Fantasy, Musical",Walt Disney Pictures,PG,7.6
172,Moana,"$150,000,000","$643,331,111","$248,757,044","$394,574,067",2016,Nominated for 2 Oscars. Another 20 wins & 86 nominations.,"Animation, Adventure, Comedy, Family, Fantasy, Musical",Walt Disney Pictures,PG,7.6
173,Julia,"$6,000,000","$2,710","$2,710",-,1977,Won 3 Oscars. Another 18 wins & 24 nominations.,Drama,20th Century Fox Film Corporation,PG,7.2
174,Childless,"$1,000,000","$1,036","$1,036",-,2008,1 win.,Drama,Monterey Media,R,5.8
175,Captain America: Civil War,"$250,000,000","$1,153,296,293","$408,084,349","$745,211,944",2016,16 wins & 68 nominations.,"Action, Adventure, Sci-Fi",Walt Disney Pictures,PG-13,7.8
176,Rogue One: A Star Wars Story,"$200,000,000","$1,056,057,273","$532,177,324","$523,879,949",2016,Nominated for 2 Oscars. Another 24 wins & 80 nominations.,"Action, Adventure, Sci-Fi",Walt Disney Pictures,PG-13,7.8
177,Finding Dory,"$200,000,000","$1,028,570,889","$486,295,561","$542,275,328",2016,Nominated for 1 BAFTA Film Award. Another 17 wins & 45 nominations.,"Animation, Adventure, Comedy, Family",Walt Disney Pictures/PIXAR,PG,7.3
178,Zootopia,"$150,000,000","$1,023,784,195","$341,268,248","$682,515,947",2016,Won 1 Oscar. Another 46 wins & 70 nominations.,"Animation, Adventure, Comedy, Crime, Family, Mystery",Walt Disney Animation Studios,PG,8.0
179,The Jungle Book,"$175,000,000","$966,550,600","$364,001,123","$602,549,477",2016,Won 1 Oscar. Another 32 wins & 55 nominations.,"Adventure, Drama, Family, Fantasy",Walt Disney Pictures,PG,7.4
180,The Jungle Book,"$27,000,000","$966,550,600","$364,001,123","$602,549,477",2016,Won 1 Oscar. Another 32 wins & 55 nominations.,"Adventure, Drama, Family, Fantasy",Walt Disney Pictures,PG,7.4
181,The Secret Life of Pets,"$75,000,000","$875,457,937","$368,384,330","$507,073,607",2016,4 wins & 15 nominations.,"Animation, Adventure, Comedy, Family",Universal Pictures,PG,6.5
182,Fantastic Beasts and Where to Find Them,"$180,000,000","$814,037,575","$234,037,575","$580,000,000",2016,Won 1 Oscar. Another 14 wins & 53 nominations.,"Adventure, Family, Fantasy",Warner Bros. Pictures,PG-13,7.3
183,Deadpool,"$58,000,000","$782,612,155","$363,070,709","$419,541,446",2016,Nominated for 2 Golden Globes. Another 28 wins & 75 nominations.,"Action, Adventure, Comedy, Sci-Fi",20th Century Fox,R,8.0
184,Suicide Squad,"$175,000,000","$746,846,894","$325,100,054","$421,746,840",2016,Won 1 Oscar. Another 16 wins & 39 nominations.,"Action, Adventure, Fantasy, Sci-Fi",Warner Bros. Pictures,PG-13,6.0
185,Doctor Strange,"$165,000,000","$677,718,395","$232,641,920","$445,076,475",2016,Nominated for 1 Oscar. Another 20 wins & 65 nominations.,"Action, Adventure, Fantasy, Sci-Fi",Walt Disney Pictures,PG-13,7.5
186,Sing,"$75,000,000","$634,151,679","$270,395,425","$363,756,254",2016,Nominated for 2 Golden Globes. Another 3 wins & 23 nominations.,"Animation, Comedy, Family, Musical",Illumination Entertainment,PG,7.1
187,X-Men: Apocalypse,"$178,000,000","$543,934,105","$155,442,489","$388,491,616",2016,1 win & 19 nominations.,"Action, Adventure, Sci-Fi",20th Century Fox,PG-13,6.9
188,Kung Fu Panda 3,"$140,000,000","$521,170,825","$143,528,619","$377,642,206",2016,1 win & 10 nominations.,"Animation, Action, Adventure, Comedy, Family, Fantasy",DreamWorks Animation,PG,7.1
189,La La Land,"$20,000,000","$446,171,671","$151,101,803","$295,069,868",2016,Won 6 Oscars. Another 235 wins & 276 nominations.,"Comedy, Drama, Music, Musical, Romance",Liongate Films,PG-13,8.0
190,Warcraft,"$160,000,000","$439,048,914","$47,365,290","$391,683,624",2016,2 wins & 3 nominations.,"Action, Adventure, Fantasy",Universal Pictures,PG-13,6.8
191,Jason Bourne,"$120,000,000","$415,484,914","$162,434,410","$253,050,504",2016,3 wins & 20 nominations.,"Action, Thriller",Universal,PG-13,6.6
192,Ice Age: Collision Course,"$105,000,000","$408,579,038","$64,063,008","$344,516,030",2016,2 wins.,"Animation, Adventure, Comedy, Family, Fantasy, Romance, Sci-Fi",20th Century Fox,PG,5.7
193,Independence Day: Resurgence,"$165,000,000","$389,681,935","$103,144,286","$286,537,649",2016,3 wins & 16 nominations.,"Action, Adventure, Sci-Fi",20th Century Fox,PG-13,5.2
194,The Legend of Tarzan,"$180,000,000","$356,700,357","$126,643,061","$230,057,296",2016,2 wins & 4 nominations.,"Action, Adventure, Drama, Fantasy, Romance",Lionsgate Pictures,PG-13,6.2
195,The Angry Birds Movie,"$73,000,000","$352,333,929","$107,509,366","$244,824,563",2016,2 wins & 8 nominations.,"Animation, Action, Comedy, Family",Sony Pictures,PG,6.3
196,Trolls,"$125,000,000","$346,864,462","$153,707,064","$193,157,398",2016,Nominated for 1 Oscar. Another 4 wins & 35 nominations.,"Animation, Adventure, Comedy, Family, Fantasy, Musical",DreamWorks Animation,PG,6.5
197,Star Trek Beyond,"$185,000,000","$343,471,816","$158,848,340","$184,623,476",2016,Nominated for 1 Oscar. Another 3 wins & 27 nominations.,"Action, Adventure, Sci-Fi, Thriller",Paramount Pictures,PG-13,7.1
198,The Great Wall,"$150,000,000","$334,933,831","$45,540,830","$289,393,001",2016,3 wins & 2 nominations.,"Action, Adventure, Fantasy, Thriller",Universal Pictures,PG-13,5.9
199,Now You See Me 2,"$90,000,000","$334,897,606","$65,075,540","$269,822,066",2016,4 nominations.,"Action, Adventure, Comedy, Crime, Mystery, Thriller",Lionsgate,PG-13,6.5
200,Resident Evil: The Final Chapter,"$40,000,000","$312,242,626","$26,830,068","$285,412,558",2016,2 wins & 3 nominations.,"Action, Horror, Sci-Fi, Thriller",Sony Pictures,R,5.5
201,Dangal,"$9,500,000","$303,723,636","$12,391,761","$291,331,875",2016,23 wins & 6 nominations.,"Action, Biography, Drama, Sport",Aamir Khan Productions,Not Rated,8.4
202,Passengers,"$110,000,000","$303,144,152","$100,014,699","$203,129,453",2016,Nominated for 2 Oscars. Another 1 win & 10 nominations.,"Drama, Romance, Sci-Fi, Thriller",Columbia Pictures,PG-13,7.0
203,Alice Through the Looking Glass,"$170,000,000","$299,457,024","$77,041,381","$222,415,643",2016,4 wins & 20 nominations.,"Adventure, Family, Fantasy",Walt Disney Pictures,PG,6.2
204,Teenage Mutant Ninja Turtles: Out of the Shadows,"$135,000,000","$245,623,848","$82,051,601","$163,572,247",2016,10 nominations.,"Action, Adventure, Comedy, Sci-Fi",Paramount Pictures,PG-13,6.0
205,Sully,"$60,000,000","$240,797,623","$125,070,033","$115,727,590",2016,Nominated for 1 Oscar. Another 14 wins & 34 nominations.,"Biography, Drama",Warner Bros.,PG-13,7.4
206,Hidden Figures,"$25,000,000","$235,956,898","$169,607,287","$66,349,611",2016,Nominated for 3 Oscars. Another 37 wins & 85 nominations.,"Biography, Drama, History",20th Century Fox,PG,7.8
207,Ghostbusters,"$144,000,000","$229,147,509","$128,350,574","$100,796,935",1984,Nominated for 2 Oscars. Another 6 wins & 6 nominations.,"Action, Comedy, Fantasy",Columbia Pictures,PG,7.8
208,Ghostbusters,"$30,000,000","$229,147,509","$128,350,574","$100,796,935",1984,Nominated for 2 Oscars. Another 6 wins & 6 nominations.,"Action, Comedy, Fantasy",Columbia Pictures,PG,7.8
209,Inferno,"$75,000,000","$220,021,259","$34,343,574","$185,677,685",2016,4 wins & 1 nomination.,"Action, Crime, Drama, Mystery, Thriller",Sony Pictures,PG-13,6.2
210,Central Intelligence,"$50,000,000","$216,972,543","$127,440,871","$89,531,672",2016,2 wins & 8 nominations.,"Action, Comedy, Crime",Warner Bros. Pictures,PG-13,6.3
211,Me Before You,"$20,000,000","$208,314,186","$56,245,075","$152,069,111",2016,6 wins & 6 nominations.,"Drama, Romance",Warner Bros. Pictures,PG-13,7.4
212,London Has Fallen,"$60,000,000","$205,754,447","$62,524,260","$143,230,187",2016,1 win & 2 nominations.,"Action, Thriller",Focus Features,R,5.9
213,Arrival,"$47,000,000","$203,388,186","$100,546,139","$102,842,047",2016,Won 1 Oscar. Another 67 wins & 258 nominations.,"Drama, Mystery, Sci-Fi, Thriller",21 Laps Entertainment,PG-13,7.9
214,The BFG,"$140,000,000","$195,243,411","$55,483,770","$139,759,641",2016,4 wins & 25 nominations.,"Adventure, Family, Fantasy",Walt Disney Pictures,PG,6.4
215,Bad Moms,"$20,000,000","$183,936,074","$113,257,297","$70,678,777",2016,3 wins & 5 nominations.,Comedy,Block Entertainment,R,6.2
216,Storks,"$70,000,000","$183,388,953","$72,679,278","$110,709,675",2016,5 wins & 4 nominations.,"Animation, Adventure, Comedy, Family, Fantasy",Warner Bros. Pictures,PG,6.8
217,Hacksaw Ridge,"$40,000,000","$180,450,918","$67,209,615","$113,241,303",2016,Won 2 Oscars. Another 51 wins & 114 nominations.,"Biography, Drama, History, War",Summit Entertainment,R,8.1
218,The Girl on the Train,"$45,000,000","$173,185,859","$75,395,035","$97,790,824",2016,Nominated for 1 BAFTA Film Award. Another 4 wins & 11 nominations.,"Crime, Drama, Mystery, Thriller",Universal Pictures,R,6.5
219,The Magnificent Seven,"$90,000,000","$162,360,636","$93,432,655","$68,927,981",2016,5 wins & 12 nominations.,"Action, Adventure, Western",Sony Pictures,PG-13,6.9
220,Jack Reacher: Never Go Back,"$60,000,000","$162,146,076","$58,697,076","$103,449,000",2016,1 win.,"Action, Thriller",Paramount Pictures,PG-13,6.1
221,The Accountant,"$40,000,000","$155,160,045","$86,260,045","$68,900,000",2016,3 wins & 5 nominations.,"Action, Crime, Drama, Thriller",Warner Bros. Pictures,R,7.3
222,Lights Out,"$5,000,000","$148,868,835","$67,268,835","$81,600,000",2016,3 wins & 9 nominations.,"Drama, Horror, Mystery, Thriller",RatPac-Dune Entertainment,PG-13,6.3
223,Sausage Party,"$19,000,000","$140,705,322","$97,685,686","$43,019,636",2016,1 win & 24 nominations.,"Animation, Adventure, Comedy, Fantasy",Sony Pictures,R,6.1
224,Lion,"$12,000,000","$140,312,928","$51,738,905","$88,574,023",2016,Nominated for 6 Oscars. Another 59 wins & 98 nominations.,"Biography, Drama",See-Saw Films,PG-13,8.0
225,Mechanic: Resurrection,"$40,000,000","$125,729,635","$21,218,403","$104,511,232",2016,1 nomination.,"Action, Adventure, Thriller",Summit Entertainment,R,5.7
226,Deepwater Horizon,"$156,000,000","$121,790,373","$61,433,527","$60,356,846",2016,Nominated for 2 Oscars. Another 3 wins & 13 nominations.,"Action, Drama, History, Thriller",Lionsgate,PG-13,7.1
227,Allied,"$106,000,000","$119,520,023","$40,098,064","$79,421,959",2016,Nominated for 1 Oscar. Another 1 win & 10 nominations.,"Action, Drama, Romance, Thriller, War",Paramount Pictures,R,7.1
228,The Shallows,"$13,000,000","$119,100,758","$55,124,043","$63,976,715",2016,1 win & 15 nominations.,"Drama, Horror, Thriller",Ombra Films,PG-13,6.3
229,The Purge: Election Year,"$10,000,000","$118,587,880","$79,213,375","$39,374,505",2016,6 nominations.,"Action, Horror, Sci-Fi, Thriller",Universal Pictures,R,6.0
230,Why Him?,"$38,000,000","$118,102,725","$60,323,786","$57,778,939",2016,1 win.,Comedy,20th Century Fox,R,6.2
231,Office Christmas Party,"$45,000,000","$114,501,299","$54,767,494","$59,733,805",2016,1 win & 1 nomination.,Comedy,Paramount Pictures,R,5.8
232,10 Cloverfield Lane,"$15,000,000","$110,216,998","$72,082,998","$38,134,000",2016,15 wins & 46 nominations.,"Drama, Horror, Mystery, Sci-Fi, Thriller",Bad Robot Productions,PG-13,7.2
233,Neighbors 2: Sorority Rising,"$35,000,000","$108,007,109","$55,455,765","$52,551,344",2016,3 wins & 5 nominations.,Comedy,Universal Pictures,R,5.7
234,Dirty Grandpa,"$11,500,000","$94,073,028","$35,593,113","$58,479,915",2016,2 wins & 11 nominations.,Comedy,Lionsgate Films,R,5.9
235,Ben-Hur,"$95,000,000","$94,061,311","$26,410,477","$67,650,834",1959,Won 11 Oscars. Another 18 wins & 16 nominations.,"Adventure, Drama, History",MGM,G,8.1
236,Ben-Hur,"$15,000,000","$94,061,311","$26,410,477","$67,650,834",1959,Won 11 Oscars. Another 18 wins & 16 nominations.,"Adventure, Drama, History",MGM,G,8.1
237,Money Monster,"$27,000,000","$93,282,604","$41,012,075","$52,270,529",2016,2 nominations.,"Crime, Drama, Thriller",Smokehouse Pictures,R,6.5
238,My Big Fat Greek Wedding 2,"$18,000,000","$90,632,641","$59,689,605","$30,943,036",2016,3 nominations.,"Comedy, Romance",Gold Circle Films,PG-13,6.0
239,Collateral Beauty,"$36,000,000","$88,528,280","$31,016,021","$57,512,259",2016,1 win & 6 nominations.,"Drama, Romance",New Line Cinema,PG-13,6.8
240,Sultan,"$11,000,000","$87,280,000","$6,200,000","$81,080,000",2016,15 wins & 16 nominations.,"Action, Drama, Sport",Yash Raj Films,Not Rated,7.0
241,War Dogs,"$50,000,000","$86,234,523","$43,034,523","$43,200,000",2016,Nominated for 1 Golden Globe. Another 2 nominations.,"Biography, Comedy, Crime, Drama, War",Warner Bros. Pictures,R,7.1
242,Nerve,"$20,000,000","$85,251,425","$38,583,626","$46,667,799",2016,5 nominations.,"Adventure, Crime, Drama, Mystery, Thriller",Keep Your Head,PG-13,6.5
243,Ouija: Origin of Evil,"$9,000,000","$81,705,746","$35,144,505","$46,561,241",2016,2 wins & 6 nominations.,"Drama, Horror, Mystery, Thriller",Universal Pictures,PG-13,6.1
244,Manchester by the Sea,"$8,500,000","$78,988,148","$47,695,371","$31,292,777",2016,Won 2 Oscars. Another 128 wins & 256 nominations.,Drama,Roadside Attractions ,R,7.8
245,The Boss,"$29,000,000","$78,844,582","$63,285,885","$15,558,697",2016,3 nominations.,Comedy,Universal Pictures,R,5.4
246,Mike and Dave Need Wedding Dates,"$33,000,000","$77,068,246","$46,009,673","$31,058,573",2016,4 nominations.,"Comedy, Romance",20th Century Fox,R,6.0
247,Kubo and the Two Strings,"$55,000,000","$76,249,438","$48,023,088","$28,226,350",2016,Nominated for 2 Oscars. Another 33 wins & 62 nominations.,"Animation, Action, Adventure, Family, Fantasy",Focus Features,PG,7.8
248,Miracles from Heaven,"$13,000,000","$73,883,359","$61,705,123","$12,178,236",2016,1 win & 5 nominations.,"Biography, Drama, Family",Sony Pictures,PG,7.1
249,Moonlight,"$1,500,000","$65,336,603","$27,854,932","$37,481,671",2016,Won 3 Oscars. Another 225 wins & 283 nominations.,Drama,A24 Films,R,7.4
250,Monster Trucks,"$125,000,000","$64,493,915","$33,370,166","$31,123,749",2016,2 nominations.,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",Paramount Pictures,PG,5.6
251,Fences,"$24,000,000","$64,414,761","$57,682,904","$6,731,857",2016,Won 1 Oscar. Another 56 wins & 114 nominations.,Drama,Paramount Pictures,PG-13,7.2
252,"Hail, Caesar!","$22,000,000","$63,647,656","$30,498,085","$33,149,571",2016,Nominated for 1 Oscar. Another 13 wins & 43 nominations.,"Comedy, Drama, Music, Mystery",Universal Pictures,PG-13,6.3
253,The Nice Guys,"$50,000,000","$62,788,218","$36,261,763","$26,526,455",2016,9 wins & 34 nominations.,"Action, Comedy, Crime, Mystery, Thriller",Warner Bros. Pictures,R,7.4
254,Zoolander 2,"$50,000,000","$56,722,693","$28,848,693","$27,874,000",2016,7 wins & 17 nominations.,"Action, Comedy",Paramount Pictures,PG-13,4.7
255,Barbershop: The Next Cut,"$20,000,000","$55,030,051","$54,030,051","$1,000,000",2016,1 win & 3 nominations.,"Comedy, Drama",Warner Bros. Pictures,PG-13,5.9
256,Patriots Day,"$40,000,000","$52,185,751","$31,886,361","$20,299,390",2016,2 wins & 3 nominations.,"Action, Crime, Drama, History, Thriller",CBS Films,R,7.4
257,The Finest Hours,"$70,000,000","$52,099,090","$27,569,558","$24,529,532",2016,2 wins.,"Action, Drama, History, Thriller",Walt Disney Pictures,PG-13,6.7
258,Florence Foster Jenkins,"$29,000,000","$48,902,953","$27,383,770","$21,519,183",2016,Nominated for 2 Oscars. Another 10 wins & 41 nominations.,"Biography, Comedy, Drama, Music",BBC Films,PG-13,6.8
259,A Monster Calls,"$43,000,000","$47,309,313","$3,740,823","$43,568,490",2016,38 wins & 52 nominations.,"Animation, Drama, Fantasy",Focus Features,PG-13,7.5
260,Eddie the Eagle,"$23,000,000","$46,152,800","$15,789,389","$30,363,411",2015,2 wins & 8 nominations.,"Biography, Comedy, Drama, Sport",20th Century Fox,PG-13,7.4
261,Risen,"$20,000,000","$46,069,568","$36,880,033","$9,189,535",2016,3 nominations.,"Action, Drama, History, Mystery",Sony Pictures,PG-13,6.3
262,Blair Witch,"$10,000,000","$45,173,154","$20,777,061","$24,396,093",2016,3 wins & 7 nominations.,"Horror, Mystery, Thriller",Vertigo Entertainment,R,5.0
263,Café Society,"$30,000,000","$43,763,247","$11,103,205","$32,660,042",2016,7 nominations.,"Comedy, Drama, Romance",Perdido Productions,PG-13,6.6
264,Almost Christmas,"$17,000,000","$42,580,920","$42,158,780","$422,140",2016,3 nominations.,"Comedy, Drama",Will Packer Productions,PG-13,6.1
265,The Witch,"$3,500,000","$40,423,945","$25,138,705","$15,285,240",2015,43 wins & 67 nominations.,"Drama, Horror, Mystery",A24 Films,R,6.9
266,The Forest,"$10,000,000","$39,712,000","$26,594,261","$13,117,739",2016,1 win & 1 nomination.,"Horror, Mystery, Thriller",Gramercy Pictures,PG-13,4.8
267,Hell or High Water,"$12,000,000","$37,879,877","$27,007,844","$10,872,033",2016,Nominated for 4 Oscars. Another 47 wins & 165 nominations.,"Action, Crime, Drama, Thriller, Western",Film 44,R,7.6
268,Snowden,"$50,000,000","$37,357,216","$21,587,519","$15,769,697",2016,3 wins & 7 nominations.,"Biography, Crime, Drama, Thriller",Open Road Films,R,7.3
269,Eye in the Sky,"$13,000,000","$35,259,653","$18,704,595","$16,555,058",2015,3 wins & 10 nominations.,"Drama, Thriller, War",Eone Films,R,7.3
270,When the Bough Breaks,"$10,000,000","$30,658,387","$29,747,603","$910,784",2016,1 nomination.,"Crime, Drama, Horror, Mystery, Romance, Thriller",Sony Pictures,PG-13,5.1
271,Nocturnal Animals,"$22,500,000","$30,311,857","$10,663,357","$19,648,500",2016,Nominated for 1 Oscar. Another 19 wins & 145 nominations.,"Drama, Thriller",Focus Features,R,7.5
272,The Brothers Grimsby,"$35,000,000","$27,979,040","$6,874,837","$21,104,203",2016,1 nomination.,"Action, Adventure, Comedy, Crime, Thriller",Big Talk Productions,R,6.2
273,The Light Between Oceans,"$20,000,000","$25,975,621","$12,545,979","$13,429,642",2016,1 win & 11 nominations.,"Drama, Romance",Dreamworks Pictures,PG-13,7.2
274,Race,"$5,000,000","$25,070,261","$19,206,207","$5,864,054",2016,6 wins & 7 nominations.,"Biography, Drama, Sport",Focus Features,PG-13,7.1
275,Free State of Jones,"$50,000,000","$25,035,950","$20,810,036","$4,225,914",2016,3 wins & 4 nominations.,"Action, Biography, Drama, History, War, Western",STX Entertainment,R,6.9
276,Whiskey Tango Foxtrot,"$35,000,000","$24,972,139","$23,083,334","$1,888,805",2016,1 nomination.,"Biography, Comedy, Drama, War",Paramount Pictures,R,6.6
277,The Founder,"$15,000,000","$24,121,245","$12,786,053","$11,335,192",2016,1 win & 4 nominations.,"Biography, Drama, History",The Weinstein Company,PG-13,7.2
278,Silence,"$46,500,000","$23,834,809","$7,100,177","$16,734,632",2016,Nominated for 1 Oscar. Another 7 wins & 55 nominations.,"Drama, History",Paramount Pictures,R,7.2
279,Kevin Hart: What Now?,"$10,000,000","$23,591,043","$23,591,043",-,2016,1 nomination.,"Documentary, Comedy",Universal Pictures,R,5.9
280,Middle School: The Worst Years of My Life,"$8,500,000","$23,316,139","$20,007,149","$3,308,990",2016,5 nominations.,"Comedy, Family",James Patterson Entertainment,PG,6.1
281,Triple 9,"$20,000,000","$23,177,948","$12,639,297","$10,538,651",2016,4 nominations.,"Action, Crime, Thriller",Open Road Films,R,6.3
282,Captain Fantastic,"$5,000,000","$22,787,526","$5,879,835","$16,907,691",2016,Nominated for 1 Oscar. Another 14 wins & 45 nominations.,"Comedy, Drama",Electric City Entertainment,R,7.9
283,Live by Night,"$65,000,000","$22,678,555","$10,378,555","$12,300,000",2016,3 nominations.,"Action, Crime, Drama, Thriller",Warner Bros. Pictures,R,6.4
284,Hunt for the Wilderpeople,"$2,500,000","$22,591,592","$5,205,468","$17,386,124",2016,22 wins & 25 nominations.,"Adventure, Comedy, Drama",Piki Films,PG-13,7.9
285,Keanu,"$15,000,000","$20,651,333","$20,591,853","$59,480",2016,4 wins & 5 nominations.,"Action, Comedy, Crime",Warner Bros. Pictures,R,6.3
286,The Edge of Seventeen,"$9,000,000","$19,370,020","$14,431,633","$4,938,387",2016,Nominated for 1 Golden Globe. Another 8 wins & 27 nominations.,"Comedy, Drama",STX Entertainment,R,7.3
287,The Birth of a Nation,"$10,000,000","$16,779,212","$15,861,566","$917,646",1915,2 wins.,"Drama, History, War",Gravitas,TV-PG,6.4
288,Pride and Prejudice and Zombies,"$28,000,000","$16,457,494","$10,938,134","$5,519,360",2016,1 win & 3 nominations.,"Action, Comedy, Fantasy, Horror, Romance",Sony Pictures,PG-13,5.8
289,"Three Billboards Outside Ebbing, Missouri","$12,000,000","$15,121,228","$119,550","$15,001,678",2017,Won 2 Oscars. Another 130 wins & 222 nominations.,"Comedy, Crime, Drama",Fox Searchlight Pictures,R,8.2
290,"Three Billboards Outside Ebbing, Missouri","$12,000,000","$160,192,031","$54,513,740","$105,678,291",2017,Won 2 Oscars. Another 130 wins & 222 nominations.,"Comedy, Crime, Drama",Fox Searchlight Pictures,R,8.2
291,Ratchet and Clank,"$20,000,000","$13,385,737","$8,821,329","$4,564,408",2016,1 win & 6 nominations.,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",Focus Features,PG,5.6
292,Shut In,"$10,000,000","$13,082,071","$6,900,335","$6,181,736",2016,1 nomination.,"Drama, Mystery, Thriller",EuropaCorp,PG-13,4.7
293,Loving,"$9,000,000","$12,957,265","$7,751,969","$5,205,296",2016,Nominated for 1 Oscar. Another 25 wins & 85 nominations.,"Biography, Drama, Romance",Big Beach Films,PG-13,7.0
294,Elle,"$9,100,000","$12,748,594","$2,341,534","$10,407,060",2016,Nominated for 1 Oscar. Another 71 wins & 87 nominations.,"Crime, Drama, Thriller",SBS Productions,R,7.1
295,The Man Who Knew Infinity,"$10,000,000","$12,252,684","$3,866,794","$8,385,890",2015,1 win & 1 nomination.,"Biography, Drama",Edward R. Pressman Film Corporation,PG-13,7.2
296,Friend Request,"$9,900,000","$10,975,390","$3,759,078","$7,216,312",2016,2 wins & 1 nomination.,"Horror, Mystery, Thriller",Entertainment Studios Motion Pictures,R,5.3
297,Queen of Katwe,"$15,000,000","$10,367,161","$8,874,389","$1,492,772",2016,2 wins & 20 nominations.,"Biography, Drama, Sport",Walt Disney Studios,PG,7.4
298,Popstar: Never Stop Never Stopping,"$20,000,000","$9,680,029","$9,639,125","$40,904",2016,1 win & 6 nominations.,"Comedy, Music",Universal Pictures,R,6.7
